Job Title,Company,Location,Job Description
Digital Automation Engineer,Singtel,Singapore,"Awarded at the HR Fest Awards 2020.
The role will be responsible for end-to-end project delivery of an automated process, which include requirement gathering,…"
Bid Manager,Singtel,Singapore,"Lead and manage end-to-end bidding pursuit process.
Be the overall-in-charge of RFP document development, preparation and to ensure high quality proposals are…"
"Director, Digital Channel",Singtel,Singapore,This role of Lead Product Owner is a key leadership position focused on providing thought leadership in developing Singtel’s B2B next-generation digital channel…
"Associate, Billing Management",Singtel,Singapore,"Responsible to ensure that Roaming and TV services provided to the customers and operators are billed completely, accurately and in a timely manner."
"Consultant, IT Security",Singtel,Singapore,"Work closely with the Project Managers of assigned projects on implementation of security product technologies (e.g. FW, IPS, EPS, PAM, CA, DBSec, etc.)."
Project Manager (WAN Telco),Singtel,Singapore,"(PMM) that covers Initiation, Define, Organise & Plan, Implement & Control and Handover & Closure.
Lead the project team members (matrix reporting) that are key…"
"Engineer, Digital & Software Engineering",Singtel,Singapore,"Design, develop and maintain software solutions that meet both functional and technical requirements including security requirements."
Security Development Engineer,Singtel,Singapore,"The candidate will build, configure and manage systems that will be used for cyber-related attack and defense scenarios."
Digital Channel Manager,Singtel,Singapore,This role of Digital Channel Manager is focused on in developing Singtel’s B2B next-generation digital channel for customer engagement across various Singtel…
Finance Manager,Singtel,Singapore,"In charge of Finance and Accounting of Business unit ensuring prompt monthly and quarterly closing, complying with FRS and Group policies."
Data Migration & Application Testing Engineer,Singtel Group,Singapore,The Data Migration Application Engineer is responsible to design and develop data migration scripts based on data migration requirements and ensure data…
Digital Project Manager,Singtel,Singapore,"Drive solution detailing and problem solving around solution implementation.
Define detailed solution based on problem statements."
"Associate Director, Graduate Talent Programmes",Singtel,Singapore,The successful candidate is expected to make Singtel’s graduate talent programmes competitive in the market and more impactful as part of Singtel’s long-term…
"Engineer, Cyber Security",Singtel,Singapore,"Monitor security tools to detect security events & incidents; Report, escalate and investigate any security breaches to relevant stakeholder and SOC Director."
"Associate, Credit Management",Singtel,Singapore,"Perform credit reviews on both consumer and corporate delinquent accounts to minimise bad debts.
Take immediate legal actions to recover debt."
"Manager, Group Risk Management (Gp Enterprise)",Singtel,Singapore,Ensuring the continued relevance of risk management policies and protocols through periodic reviews and strategic updates.
Scrum Master,Singtel,Singapore,"Digital Technology (Group IT) organization comprises of functional chapters (Engineering, DevOps, Testing, Delivery management, Service Management, Architecture…"
Azure Infrastructure Engineer,Singtel,Singapore,"Contribute to multi cloud architecture design and engineering.
E.g. AWS, Azure and GCP.
Using Infrastructure as Code for infrastructure provisioning (e.g.:…"
Software Engineer (Dash),Singtel,Singapore,"The Microservices/Server Developer (PF4) will be part of the development team in Digital Platforms, Group Technology and Networks supporting the Singtel Dash…"
Senior Software Developer,Singtel,Singapore,"In addition, engineers are part of the development practice, specialized in areas like Java 11, Spring 5, reactive design methodology and AWS."
"Manager, Data Partnerships & Tech",Singtel,Singapore,"Set up a framework for the management of analytics projects (i.e. gathering requirements & scoping, handover to deployment, and monitoring), and to introduce…"
Senior Business Continuity Manager,Singtel,Singapore,"Engage domains to review the DR readiness of GIT-owned or managed systems in Singapore and Australia.
Facilitate the identification of threats that affect the…"
Microservice Developer,Singtel,Singapore,"Microservice developer using Spring Boot framework.
Design and develop functions that meet both business requirement and technical requirements including non…"
IT Technical Manager (Architecture),Singtel,Singapore,"Creates and owns the Team Backlog(s), User Stories and aIterations, Planning, overseeing development stages, Contributes to Vision, Roadmap and ROI of the…"
Lead Engineer (1-Yr Direct Contract),Singtel,Singapore,"Design and lead development of solutions to meet business requirements.
Drive standardization and best practises during implementation of solutions."
Senior Test Engineer (Automation)(1-Yr Direct Contract),Singtel,Singapore,The Senior Automation Test Engineer is responsible for the delivery of testing services across Singtel development initiatives where TMO has been engaged.
"Associate/ Manager, Interconnect, Regulatory",Singtel,Singapore,"As the Senior / Manager for Interconnect, you would ensure accurate and timely interconnection billing and settlement.
Basic knowledge on Contract Law."
"Senior Manager, Network & Security",Singtel,Singapore,"To produce an integrated solution covering all areas and in line with the TI strategy.
Gathering Infrastructure requirements for all projects with…"
"Mgr, Dmd & Release Mgmt, IT Biz Partner",Singtel,Singapore,"Collaborate with demand managers to plan, prioritize and manage Capex & Opex demands:
Ensure optimal resource utilization through efficient budget allocation…"
"Engineer, Service Delivery (1 Year Direct-Contract)",Singtel,Singapore,"Product evaluations, upgrades implementations, project tasks for systems/network expansion, support, and monitoring systems."
Database Administrator,Singtel,Singapore,"The Database Analyst is responsible for managing day to day support of operational tasks, requests, incidents and changes meeting customer’s requirements and…"
Systems Developer (1-Yr Agency Contract),Singtel,Singapore,"Responsible to build infrastructure management system for cloud and self-hosted environment.
In this role, you will need to config and build software used for…"
Technical Project Manager,Singtel,Singapore,"The Technical Project Manager is part of the Cloud Delivery team that is responsible for managing Cloud Solution (Public, Private or Hybrid) Delivery projects…"
"Director, Predictive Analytics",Singtel,Singapore,"Leading and nurturing a high performing team of data scientists and machine learning engineers.
Accelerate data science and machine learning engineering…"
.Net Full Stack Developer (1-Yr Agency Contract),Singtel,Singapore,"Work with development teams and product managers to ideate software solutions.
Build the front-end of applications through appealing visual design."
"Senior Specialist, Information Security (111702)",Singtel,Singapore,We are looking for a Senior Specialist in Information Security who is responsible for vulnerability assessment and penetration test.
Cloud Security Engineer,Singtel,Singapore,"To research, develop, implement, test and review operation information Security setup and Compliance, such as Identity Management, Role Based Access Management…"
Software Engineer - Infrastructure Management,Singtel,Singapore,"We are seeking for a hands-on Engineer for Infrastructure automation, who will be part of the software and infrastructure team of Group Enterprise 5G/IOT…"
"Marketing Executive, Mobility Product",Singtel,Singapore,"Creation of new managed device services to enable end-to-end device management support.
Support the day-to-day marketing and operations of existing device…"
Business Development Manager - 5G/ICT/Telco (ID130771),Singtel,Singapore,"Engage business development with customers aligned with Singtel 5G strategies to drive new growth areas, acquiring new businesses, new customers and profitable…"
"Senior Consultant, Network",Singtel,Singapore,"Deploy, deactivate and decommission infrastructure components, verify performance through installation tests, and resolve basic infrastructure deployment issues…"
"Senior Analyst, IT (Successfactors)",Singtel,Singapore,"Design and develop solutions to meet business requirements, with SuccessFactors as the main platform.
Adopt best practices during implementation of solutions."
Process Manager,Singtel,Singapore,"This position is responsible to develop and maintain the Business Products suite of processes, drive process KPIs definitions and management, and lead process…"
"ServiceNow, Automation Engineer",Singtel,Singapore,"Build and maintain System and Service Automation solution, perform testing, deployments and production release.
Integrate ITSM system with API platform."
Associate Data Scientist,Singtel,Singapore,Conceptualize data use cases with business users and conduct tech assessment and define measurements of success for data use case.
"Executive, Digital Platform (Agency Contractor)",Singtel,Singapore,"To be part of the team striving towards Digital Excellence.
You will be working with a team of like-minded individuals to provide Production Support on all the…"
"Product Marketing Manager, 5G",Singtel,Singapore,The role is critical to implement 5G marketing strategies to deliver financial and market share targets and evolve in tandem with the hyper-competitive business…
"Planning Engineer, Mobile IP Engineering",Singtel,Singapore,"Driving and planning the development of the Mobile IP Core Network.
Plans, develops and executes project work plans for network expansion and upgrades and…"
Business Analytics Manager,Singtel,Singapore,"We are looking for individual who will proactively and independently provide deep dive insights and make recommendation to support executive decisions, identify…"
# Sales Lead,Singtel Group,Singapore,"As a Sales Lead for Public Service - Education , you are responsible for leading the team to drive NCS sales, including account penetration, prospect…"
Senior Project Manager,Singtel,Singapore,"The Project Manager is part of the 5G/IoT Product Management & Delivery team that is responsible for managing technology projects and their scope, time and cost…"
Senior Systems Developer,Singapore Telecommunications Limited (Singtel),Singapore,"Responsible for the planning, design and implementation of infrastructure management system for cloud and self-hosted environment."
Senior Digital Project Manager,Singtel,Singapore,"Drive solution detailing and problem solving around solution implementation.
Drive and own definiation and formalisation of detailed E2E Process for the process…"
Agile Coach,Singtel,Singapore,Agile coach will work collaboratively within the agile chapter to drive Agile transformation for the business and support digital cross-functional teams to…
Performance Marketing Manager (Agency Contract),Singtel,Singapore,"To drive new subscriber growth through paid media channels.
To work with media agencies to set the yearly media strategy for various ‘always on’ campaigns."
"Product Marketing Manager, Roaming",Singtel,Singapore,The product manager is responsible for new product development and execution for consumer Roaming services for Postpaid and GOMO subscribers.
"Director, Data Engineering",Singtel,Singapore,"Define and govern Big Data strategy, architecture and roadmap.
Drive, lead and align new capabilities in the area of Big Data and Data Integration across…"
Lead Full Stack Engineer (1-Yr Direct Contract),Singtel,Singapore,The Lead Full-stack Engineer will be part of our development team that has strong experience in agile development and in-depth knowledge of digital solutions.
Carrier Account Manager/ Snr Carrier Account Manager,Singtel,Singapore,"Manage Singtel and Optus IDD traffic delivery cost as well as bringing in transit businesses for both companies, among others.
A degree in any discipline."
"Manager, Business Analytics",Singtel,Singapore,"Apply data analytics and business intelligence to support business strategies and goals.
Provide business insights on customer acquisition, service usage,…"
"Staff Architect, Cloud Infrastructure",Singtel,Singapore,"The role will require working across multiple local and regional Singtel teams to design and implement multi-cloud services that span across IaaS, PaaS and SaaS…"
"Business Analytics Manager, Digital",Singtel,Singapore,"We are looking for an individual to provide strategic analytical support to guide executive decisions, identify opportunities and develop actionable insights…"
Data Architect,Singtel,Singapore,"Define data architecture framework, standards and principles, including modelling, metadata, security, reference data and master data."
Marketing Communications Executive (Agency Contract),Singtel,Singapore,To develop effective marketing and communication strategies and recommend a suitable Go-To-Market communications plan for new products/services.
"Engineer, Cloud Network",Singtel,Singapore,"The Networks Cloud is a Network Functions Virtualization Infrastructure (NFVI) built on VMware, Openstack and Kubernetes, complemented by Datacenter Software…"
Senior Manager - Policy & Awareness,Singtel,Singapore,"Assist the lead, AD of Policy & Awareness to support the security agenda of the GCR and ensure the assigned team deliverables are achieved successfully."
Staff Architect,Singtel,Singapore,"Need to propose new innovative solutions, updates to existing solutions, negotiate alternative options, build technical and release roadmaps."
"Product Marketing Manager, Enterprise Network",Singtel,Singapore,"Responsible for the product performance for modern networking and collaboration services.
Lead the go-to-market initiatives, plan and drive initiatives to drive…"
Engineering Manager (Transmission Equipment),Singtel,Singapore,"Supporting Product on the enhancements of Zoom services.
Provide technical support to Product/Account/Solution Managers for pre-sales and post-sales of Zoom…"
"Product Marketing Manager, New Business",Singtel,Singapore,"Awarded at the HR Fest Awards 2020.
Product Marketing Manager for New Business is responsible for driving revenue for new business through market analysis and…"
"Assoc Director, Internal Audit - Revenue Assurance",Singtel,Singapore,Preparation of an annual audit plan/schedule and other audit projects in agreement with relevant stakeholders and aligned with key risks and strategies of the…
DevOps Engineer,Singtel,Singapore,"His/her main responsibility is to design, implement and maintain the hybrid cloud container platform that is based on Kubernetes (K8S) which is used to support…"
Cyber Security Incident Responder,Singtel,Singapore,"Manage Security Incidents from detection to closure.
Analyse security events and confirm security incidents.
Drive response and resolution of security incidents…"
DevOps Manager,Singtel,Singapore,"The DevOps Manager shall support the implementation of digitalisation strategy for Group Technology and Networks which aims to loosen the IT architecture,…"
"Senior Director, Digital Transformation",Singtel,Singapore,Lead Business Transformation Office day to day operations and weekly trading to manage portfolio of digital initiatives across the Digital Factories.
"Associate Director, SD WAN",Singtel,Singapore,The primary responsibility of this role is to oversee and drive the product management of Software-Defined WAN services strategy and development within the…
"Senior Manager, Cloud Infrastructure",Singtel,Singapore,The Senior Manager ensures that the Infrastructure solutions make the best use of the technology platforms to meet the business requirements and in line with…
Internal Audit Manager - Revenue Assurance,Singtel,Singapore,The Internal Audit Manager is part of the audit team that oversee and perform revenue assurance reviews to identify control deficiencies and areas for…
Software Engineer - Integration,Singtel,Singapore,"Attends requirement gathering sessions to understand business needs and e2e solution.
Develop platform solution to address the business need."
Network Infra Transformation Specialist (130791),Singtel,Singapore,"The Network Infrastructure Specialist is responsible for respective Network & Security projects, including design, implementation and operations."
Information Security Engineer,Singtel,Singapore,"Responsible for the system design, implementation, testing, managing and maintenance of proposed system including integration with other systems."
Data Engineer (129712),Singtel,Singapore,"Design and implement data pipelines in Hadoop platform.
Understand business requirement and solution design to develop and implement solutions that adhere to…"
Network Security Infra Specialist,Singtel,Singapore,"Producing an integrated solution covering all areas and in line with the TI strategy.
Working closely with the Infrastructure Project Team (IPO) on project…"
"Senior Sales Specialist, Hybrid Cloud and Infrastructure Ser...",Singtel,Singapore,The Enterprise 5G and Cloud business group is focused on partnering with customers on emerging areas of 5G and the Cloud with an objective of driving…
Data Analytics Engineer,Singtel,Singapore,"Translate customer pain-points into problem statements, develop analytics solutions and present the results to both technical and non-technical audiences."
Senior Cloud Delivery Architect,Singtel,Singapore,"The Senior Cloud Delivery Architect is part of the Cloud Delivery team that is responsible for design, build and delivery of Cloud (Public, Private and Hybrid)…"
React Native iOS Developer (1-Yr Direct Contract),Singtel,Singapore,A Software Engineer in the Mobile Engineering practice contributes to the design of mobile software and can develop mobile applications in accordance with best…
Senior Bid Manager,Singtel,Singapore,"Lead and manage end-to-end bidding pursuit process.
Be the overall-in-charge of RFP document development, preparation and to ensure high quality proposals are…"
Staff Technology Delivery Architect,Singtel,Singapore,Collaborates with Customers and/or Internal Users to understand business needs and establish a technical and operation vision to support Delivery Operations.
"Senior / Manager, Strategic Portfolio",Singtel,Singapore,"Reporting to the Director, Strategic Portfolio, this role will require the candidate to deliver high quality industry analysis, review operational and financial…"
Business Analytics Executive ( 1 year Agency Contract),Singtel,Singapore,"Provide regular weekly/monthly business driver reporting for the business with key performance dashboards and tools to drive incremental growth, delivering at…"
Senior Security Engineer,Singtel,Singapore,"The security engineer will have responsibilities to evaluate, design, integrate security products into Singtel MSS products and services offering, as well as…"
"Senior Software Engineer, Backend",Singtel,Singapore,"This role is for the Digital Technologies department of Singtel.
Digital Technologies is front-runner within Singtel featuring self-organizing development teams…"
Front End Engineer (1-Yr Direct Contract),Singtel,Singapore,The solution will be based on standard integration technologies described in detail below in which the role requires deep hands-on expertise.
Senior Cloud Partner Manager,Singtel,Singapore,Reporting to the Director (Cloud Product Management & Partnerships) the person in this position will have direct responsibility for managing and appointing…
#EG Business System Analyst,Singtel Group,Singapore,"The Consultant, Business System Analyst is responsible to gather, analyse and formalise user’s business requirements and processes, evaluate on feasibility of…"
Senior Technology Delivery Architect,Singtel,Singapore,Translate a broader infrastructure blueprint into technical specifications and develop prototypes for simple infrastructure components.
Senior Technology Delivery Architect,Singtel,Singapore,Translate a broader infrastructure blueprint into technical specifications and develop prototypes for simple infrastructure components.
IT Automation Engineer,Singtel,Singapore,"Participate in requirement workshop to capture software and system requirement.
Build and maintain software application and automation scripts for automating…"
Senior Full Stack Web Developer,Singtel,Singapore,"The senior web developer will have responsibilities to maintain and provide technical support for Singtel ASOC Portal and managing the underlying OS systems,…"
"Specialist, IT Workplace Transformation (131047)",Singtel,Singapore,"This individual will be responsible for solutioning, formulation of business case and implementation of infrastructure technologies to meet current and future…"
DevOps Manager _ (Dash)130452,Singtel,Singapore,"The DevOps Manager will be part of the technical implementation team in Digital Platforms, Group Technology and Networks supporting the Singtel Dash business,…"
Delivery Manager (DevOps),Singtel,Singapore,"DevOps Manager shall support the implementation of digitalisation strategy for Group Technology and Networks which aims to loosen the IT architecture, increase…"
NEXT Digital: Data Scientist (AI Initiatives),Singtel Group,Singapore,"NCS also believes in building a strong partner eco-system with leading technology players, research institutions and start-ups to support open innovation and co…"
"Snr Manager, Third Party Risk Management",Singtel,Singapore,The position will be part of the Third-Party Risk Management (TPRM) team within Group Governance & Compliance (GGC) team.
BI Developer (Salesforce Einstein Analytics),Singtel,Singapore,"Analyse and determine information needs and elements, data relationships and attributes, data flow and storage requirements and data output and reporting…"
"Director, Group IT PMO",Singtel,Singapore,"The Director of Group IT Program Management Office (GIT PMO) partners with all IT BP, Platform owners and Central Function heads within Group IT to enable their…"
Solution Architect,Singtel,Singapore,"The incumbent will lead in the definition and development of solution, architecture, design, requirements and specifications for the Network-as-a-Service (NaaS)…"
Enterprise Architect,Singtel,Singapore,"We are seeking for a hands-on Enterprise Architect, who will be part of the software and infrastructure team of Group Enterprise 5G/IOT product house, to design…"
Senior Data Scientist (125629),Singtel,Singapore,"As Singtel GE embarks on an exciting Digital Transformation journey, we aim to gather more insights on how we can better serve our customers, build better…"
IOS Mobile Application Developer,Singtel,Singapore,Design and develop new Dash features that meet both functional and technical requirements including security requirements.
"Senior Consultant, Systems (Engineer)",Singtel,Singapore,"The System Engineer is responsible for managing day to day support of operational tasks, requests, incidents and changes meeting customer’s requirements and…"
Network Security Infra Specialist (1-Yr Agency Contract) (13...,Singtel,Singapore,"The Network Security Infrastructure Specialist is responsible for the overall coordination of the design, implementation and operations of the Network…"
Sales Manager (ICT Solutions),Singtel Group,Singapore,"The Sales Manager is responsible for driving NCS sales, including account penetration, prospect qualification, supervision of sales activity, sales process…"
"Manager, Business Management (DigiBank, Financial Planning)",Singtel,Singapore,"Work closely with the digibank senior management team, especially the finance team.
Understand and review business proposals, forecasts and budgets and work…"
Platform Architect (Microservice),Singtel,Singapore,"Fully accountable for the quality, on-time & customer satisfaction of delivery application/business requirement assigned."
#EG Architect (Middleware),Singtel Group,Singapore,You will be responsible for providing professional services in project delivery and maintenance or providing technical support to sales department using…
Senior UI/UX Designer,Singtel,Singapore,"As Singtel Group Enterprise embarks on an exciting Digital Transformation journey, we aim to create better products, build better customer experiences and…"
Business Planning Manager,Singtel,Singapore,"Management Reporting / Budget and Forecast.
Support the Group’s strategic, business and customer planning exercises by preparing and reviewing the annual budget…"
Bid Pricing Manager,Singtel,Singapore,"Meet financial KPIs such as, win rate, win CV, revenue support, cases support and uplift product margin.
Provide monthly report on bid status and progress."
Software Engineer Test Automation,Singtel,Singapore,"Awarded at the HR Fest Awards 2020.
As a Software Engineer - Test for Singtel 5G, you will help define and follow quality assurance processes, understanding…"
"Associate Director, Bid Management",Singtel,Singapore,"The Associate Director for Bid leads a team of bid managers to support GAM, SGO and Carriers Sales by managing end-to-end bid process to optimize revenue and…"
Systems Consultant,Singtel,Singapore,"Respond promptly to incident, investigate & provide temporary &/or permanent resolution of incidents escalated.
Ensure service level meet requirement."
SAP Developer,Singtel Group,Singapore,"The responsibility of this role is to understand & analyze requirements, develop technical design specification & translate design into specifications and…"
Senior Solution Designer,Singtel,Singapore,"Provide end to end Solutions for CRM that covers all internal stake holding Business.
Manage Vendor Solutions ,review and bridge the gaps."
Agile Tribe Lead,Singtel,Singapore,"Setup the Tribe-squad model for BSS systems co-development with Vendor.
Run the Tribe-squad setup across stages of Ideation, Scoping, Development and Delivery…"
Data Centre Infrastructure Manager,Singtel,Singapore,"Plan and manage multiple engineering projects from conceptual to handover, within budget, deliver on time, safety compliance and with quality."
"Lead Consultant, Presales",Singtel,Singapore,The primary responsibility of the Network Technical Pre-Sales (TPS) is to provide Pre-Sales Technical Solutions to support Singtel business in Singapore.
"Lead Architect, Security",Singtel,Singapore,"This is a strategic role expected to focus on Security Architecture for various digital channels / platforms e.g. web, mobile, apps."
Lead Solution Architect,Singtel,Singapore,"In doing so, Singtel aims to transform the 5G network into a programmable, API driven network service platform, offering Network-as-a-Service (NaaS) and Data-as…"
Java API Developer (1-Year Agency Contract),Singtel,Singapore,"Work with development teams and product managers to ideate software solutions.
Build the front-end of applications through appealing visual design."
"#EG-SP Desktop Engr / Consultant, EUC & Svc Desk",Singtel Group,Singapore,"NCS also believes in building a strong partner eco-system with leading technology players, research institutions and start-ups to support open innovation and co…"
Senior DevOps Engineer,Singtel,Singapore,The Senior DevOps Engineer shall support the implementation of digitalisation strategy for Group Technology and Networks which aims to loosen the IT…
"Associate Director, 5G / IoT Sw Dev Ops support",Singtel,Singapore,"As a Associate Director – Delivery, Onboarding and Operations for 5G/MEC, who will be responsible for customer onboarding and operations of Singtel’s Enterprise…"
"Lead Analyst, Business Platforms",Singtel,Singapore,"The Lead Analyst is responsible for the assessment, implementation and support of Salesforce Marketing Cloud used by SingTel Group Enterprise Businesses and…"
Security Presales Solution Consultant,Singtel,Singapore,"Responsible for scoping, sizing and the development of a solution Bill of Materials.
Ensure solutions are ‘provisionable’, ‘billable’, and ‘supportable’ and…"
Data Governance Manager (130975),Singtel,Singapore,Singtel’s Group Enterprise (GE) business is Digitally Transforming their business to bring value to customers and stakeholders through new technologies and new…
Insurance Product Marketing Manager,Singtel,Singapore,Co-create strategic insurance product propositions with our life and general insurance partners to drive end to end lead generation or digital sales insurance…
"Senior Manager, Business Management (DigiBank)",Singtel,Singapore,Looking for someone driven and with growth mindset to help support and manage the Digital Bank JV and also support Singtel’s digital strategy and special…
Cloud Solution Architect,Singtel,Singapore,"Craft a solution proposal that include the solution design public and private cloud solution, delivery cost or/and managed services cost, etc."
"Senior Manager, Data Insights (128966)",Singtel,Singapore,"It is also ideal if the candidate possesses good communication and project management skills, with strong business acumen (understand the business strategy,…"
#EG-SP - Apps - Software Engineer (.Net),Singtel Group,Singapore,"NCS also believes in building a strong partner eco-system with leading technology players, research institutions and start-ups to support open innovation and co…"
"Lead Software Engineer, Backend",Singtel,Singapore,"As a Lead Software Engineer in the Backend Chapter, you will be responsible for building applications that run in the cloud or in the data centre to support…"
"Senior Manager, IT Workplace Transformation (132039)",Singtel,Singapore,"Identify opportunities to innovate, extend and enhance service delivery related to IT Workplace.
Support escalation for application support and troubleshooting,…"
Senior/Staff Software Engineer (React Native),Singtel,Singapore,A Senior Software Engineer in the Mobile Engineering practice leads the design of mobile software and has the ability to develop mobile applications in…
"Associate Director, Data Governance",Singtel,Singapore,The Lead for Data Governance and Management will be the subject matter expert for data governance and management for the whole of the Singapore Enterprise…
Principal Data Engineer,Singtel,Singapore,"We are seeking a Principal Data Engineer who will be responsible to lead the data engineering solutions, deliveries, and operations."
Java API Developer (1-Yr Agency Contract),Singtel,Singapore,"Work with development teams and product managers to ideate software solutions.
Build the front-end of applications through appealing visual design."
Senior System Planning Manager,Singtel,Singapore,"Responsible for the design, planning and implementation of system infrastructure for consumer and corporate and to be the subject matter experts for all systems…"
Data Analytics Manager - IA DART,Singtel,Singapore,"Developing analytics strategy and training roadmap.
Leading and performing more complex data analytic work.
Educate and encourage rest of team to use DA."
"Senior Specialist, Svc Mgmt & Assurance",Singtel,Singapore,The Senior Specialist Service Management (CSI) primary role is managing the Continual Service Improvement process with secondary focus on problem and monitoring…
"Senior / Manager, Business Management (Group CEO Office)",Singtel,Singapore,"Reporting to the VP Business Management, the Senior Manager will be a trusted partner to deliver efficient processes, decision-making, collaboration and…"
Staff Data Engineer (127903),Singtel,Singapore,"Define and govern big data architecture.
Provide DevOps architecture implementation and operational support.
Drive optimization, testing and tooling to improve…"
#Sales Solution Architect (Infra),Singtel Group,Singapore,"The team structure accommodates several technology specializations (namely, AppDev, Cloud, Managed Services, AI, InfraSec, Packaged and System Engineering) and…"
"Senior Engineer, Wintel/Linux System",Singtel,Singapore,"The candidate will work closely with the Technology Infrastructure teams, Wintel, Virtualization, Network and Storage, to deploy and configure high performing…"
"Test Engineer, Functional (1-Year Agency Contract)(126129)",Singtel,Singapore,The Test Manager is responsible for the delivery of testing services across Singtel development initiatives where TMO has been engaged.
Systems Developer,Singapore Telecommunications Limited (Singtel),Singapore,"In this role, you will need to config and build software used for the management of infrastructure components, from network to operating system, middleware,…"
Senior Engineer - Testing (1-Year Agency Contract) (126130),Singtel,Singapore,"This role is for the Test Management Office at Singtel.
We collaborate with various stakeholders across IT, Networks and other Business Units to provide quality…"
Senior Solution Architect,Singtel,Singapore,"You will own and manage the application support team for Group Enterprise Singapore, and handle customer service interactions, service requests, incidents,…"
"Director, Business Platforms",Singtel,Singapore,"This individual will work closely with GE Business leaders and user communities to understand business strategy and critical processes, and to collaborate with…"
"Solution Designer, Data Solutions",Singtel,Singapore,"This Staff Solution Designer is responsible for the solution architecture and design of Business Intelligence (BI), Reporting, Visualization and Analytics…"
.Net Full Stack Developer (1-Year Agency Contract),Singtel,Singapore,"Work with development teams and product managers to ideate software solutions.
Build the front-end of applications through appealing visual design."
"Project Manager, IT Business Partner",Singtel,Singapore,The role requires extensive engagement with senior management and hence strong negotiation and influencing skills are a must.
"Architect, Salesforce Marketing Cloud",Singtel,Singapore,"As a Salesforce Marketing Cloud Architect, you will participate in, and eventually lead Marketing Cloud implementations."
"Network Team Lead (Senior Consultant, Network) - 1 year Dire...",Singtel,Singapore,"Act as a focal point for all operational support related queries and issues.
Review transition plans, enhancement milestones and deliverables in consultation…"
"Associate Director, Cyber Range",Singtel,Singapore,We are currently seeking experienced manager to lead the technical development and operation of Cyber Range and facility which will be engaged in leading-edge…
"Senior Manager, Outside Plant Engineering",Singtel,Singapore,"Manage diversion requests from clients (Government Agencies and Private Developer).
Review project costing and design for diversion request."
"Solution Designer, Data Management",Singtel,Singapore,"Run operations & drive BAU process of data management framework, platform, and tools stack (Data Privacy, Data Quality & Consent Management)."
"Senior Engineer, Identity & Access Mgmt",Singtel,Singapore,"Actively participate in implementing the new IDAM tool for all Singtel Applications.
Work closely with the Operations team to perform Root Cause Analysis and…"
"Lead, Partner Alliance",Singtel,Singapore,"Singtel’s customers are developing some of the most exciting and innovative new businesses, and partners are using cloud technologies from Cloud Service…"
"Manager, Strategic Portfolio / Initiatives",Singtel,Singapore,"The Manager, Strategic Initiatives, will be task to deliver high quality industry analysis, review operational and financial performance of Singtel Group and…"
"Senior Manager, PMO",Singtel,Singapore,"Facilitate strategic alignment of projects and initiatives in Group IT.
Setup and standardize project initiation, selection and prioritization governance and…"
Segment Marketing Manager ( Voice & Collaboration portfolio),Singtel,Singapore,The B2B segment marketing manager drives the growth of Voice & Collaboration portfolio revenue and market share in the SME market.
# Sale Solution Architect (AppCloud),Singtel Group,Singapore,"The team structure accommodates several technology specializations (namely, AppDev, Cloud, Managed Services, AI, InfraSec, Packaged and System Engineering) and…"
"Senior Solution Designer, Data Mgmt",Singtel,Singapore,"Awarded at the HR Fest Awards 2020.
Design, develop and implement data management (meta data, data catalogue, reference data, lineage, business glossary,…"
#EG-SP -NEXT Digital: Project/ Service Delivery Management (...,Singtel Group,Singapore,You will identify and translate market and business opportunities for our clients into actionable recommendations for the organisation.
#EG Architect (Java/.Net),Singtel Group,Singapore,You will be responsible for the design of IT architecture and is responsible for providing technical leadership in mega projects.
"Senior / Director, Group Strategic Investments",Singtel,Singapore,"You will also be reviewing and supporting strategic M&A activities undertaken by Group Associates, supporting IG and Singtel’s Board representatives where…"
"Senior Architect, Cloud Infrastructure",Singtel,Singapore,The individual will join a team that interfaces with multiple tribes and business units to help implement multi-cloud and ensure consistent adoption of cloud…
"Manager, Data Insights",Singtel,Singapore,"Analyse and draw out rich insights from large sets of data from multiple sources (e.g. Google Analytics, Enterprise Data Warehouse, ContentSquare, Qualtrics or…"
#EG Infra-Senior Cloud Engineer,Singtel Group,Singapore,"Design, plan, support, and maintain Cloud Infrastructure build and operations to meet or exceed stipulated SLA.
Savvy in troubleshooting complex problems."
Principal Data Scientist,Singtel,Singapore,"Work with Business stakeholders to translate opportunities and problem statements, architect and implement ML/ AI technologies/solutioning and present results…"
"Senior Manager, Strategy & Business Development (Regional IC...",Singtel,Singapore,"The Senior Manager, Strategy & Business Development will be part of the Regional ICT Enterprise team and is responsible for coordinating and driving all…"
"Manager, Digital Channel",Singtel,Singapore,This role of Digital Channel Manager is focused on in developing Singtel’s B2B next-generation digital channel for customer engagement across various Singtel…
"Snr Project Manager, IT Business Partner",Singtel,Singapore,This role is responsible for leading a cross functional and matrix team within the IT and business domains to deliver projects on time and on budget meeting the…
Network Infra Specialist (1-Yr Agency Contract) (130616),Singtel,Singapore,"The Network Infrastructure Specialist is responsible for respective Network & Security projects, including design, implementation and operations."
Solution Designer,Singtel,Singapore,"Provide application solution and design for projects/enhancement requests within the CS domain.
Work closely with different technical groups and SMEs to fulfill…"
#EG-SP - Senior / Lead - Systems Engineer (Vmware / Storage...,Singtel Group,Singapore,"Responsible for the system design, implementation, testing, managing and maintenance of proposed system.
Work closely with Team Leader to meet system delivery…"
