Job Title,Company,Location,Job Description
Senior Software Engineer,BRIDGETEK PTE. LTD.,Paya Lebar,"Candidate Profile: 
- Microsoft VSTO Add-Ins developer with skills and experience on .NET/C#. Client libraries to interact with Exchange server interact with http server via Restful apis. Experience using Office VSTO solution for development.
- Microsoft Office Add-ins with experience on HTML/CSS/JavaScript for development on MAC.
- Experience on Windows operating system, Microsoft Active Directory and exchange server 2010/2013/2016 & Office 365 (Including DHCP, DNS etc.), installation and maintenance of servers, workstations and infrastructure hardware.
- Scripting for automated testing of Microsoft exchange calendar, user account, and active directory.
Key Responsibilities:
Software Development
1. Undertake design and implementation of client application for Microsoft office calendaring systems.
2. Use .NET framework and C# language to implement VSTO add-ins, HTML/CSS/JavaScript for Office add-ins.
3. Develop GUI for Outlook add-ins in accordance with requirements.
4. Participate in design and architectural feasibility and development.
5. Setup of Microsoft exchange server, Domain controller for Office 2010, 2013, 2016 and O365. Troubleshoot and support both internal and external customers.
6. Participate in all phases of SDLC and adopt SQA practices
7. Undertake enhancement and defect resolution and support internal and external customers
Knowledge and skill requirements:
1. Degree/Master in Computer Science/Engineering
2. 4-5 years or above experience in the area of Microsoft VSTO add-ins using .NET/C#.
3. OOAD design principles for development.
4. Setup and trouble shoot of Microsoft Exchange server and Domain controller using PowerShell.
5. Experience on Outlook add-ins on Windows and MAC operating system.
6. Knowledge of .NET libraries to develop client applications to interact with exchange servers, active directory and add-ins.
7. Knowledge of scripting to generate test vectors for automated testing of Microsoft products.
8. Working experience from specification to completed products
9. Professional attitude to work and meticulous in coding and testing
10. Knowledgeable in SQA best practices
11. Candidates with deep experience may be considered for senior positions.
Work Environment: We provide a professional, fun and exciting work environment where innovation and creativity thrive!"
Software Application Engineer,FINOVA CAS PTE. LTD.,Ang Mo Kio,"Our Client is a leader in precision medicine in China dedicated to making early and personalized diagnosis accessible to each patient, setting the standard of innovation in automated molecular diagnostics and artificial intelligence (AI) to help physicians leverage genetic information to tailor treatment to individual patients.
You will report directly to Software / Firmware Principal Engineer.
Job Responsibilities

Develop software for system/products related to biomedical products, auto line systems.
Collaborate with ME, EE, Optics and System to ensure the success of product is develop accordance to requirement.
Ensure project is delivered Is within timeline
Participate in various technical discussion, brainstorming session and design reviews.
Responsible for both software design, review, coding, test and debugging
Programming embedded microprocessors or micro-controllers-based products is an added advantage.
Support development and verification of the software design as per the software life cycle process.
Able to perform engineering verification testing activities.
Perform any other duties as assigned by the Company.

Requirements

Minimum Degree in engineering in Computer Science / Computer Engineering / Information Technology related field, or IT equivalent with at least 3 years of experience.
Proficient in Microsoft Visual Studio C/C++/C# for Windows Webservice development.
Familiar with basic HTML and JavaScript.
Familiar with online web-security will be an advantage.
Possess initiative and disposition with a strong commitment and orientation towards results and high-quality standards.
Strong problem-solving skills and ability to think out of the box.
Team player with strong communication and interpersonal skills.

Please forward your application to *******@finova.com.sg.
Employment Agency: Finova CAS Pte. Ltd.
EA Reg No: 21C0692S
Employment Agency Personnel: Tan Ah Long
EA Personnel Reg No: : R21101345"
Software Development Engineering Internship,Success IT Consultancy And Services Pte Ltd,Aljunied,"Company

Success IT Consultancy And Services Pte Ltd
o365.successit.net

Designation
Software Development Engineering Internship
Date Listed
03 Mar 2022
Job Type

Entry Level / Junior Executive

Full/PermIntern/TS


Job Period
From 01 Jul 2022, For At Least 6 Months
Profession

 IT / Information Technology
Industry

Location Name
5 Upper Aljunied Link, Singapore
Address
5 Upper Aljunied Link, Singapore 367903
Map

Allowance / Remuneration
$800 - 1,500 monthly

Company Profile

Success IT is seeking a Software Development Engineer / Intern with the grit and passion to digitize businesses and build products to help our clients through their digital transformation. For the last 15 years since 2005, we have collaborated closely with over 500+ clients spanning multiple industries to enhance their business productivity with our suite of on premise software products, covering enterprise resource planning, automotive, and general insurance.
As we seek to transform even ourselves, to release our next generation of digital products, we want to look for individuals with insatiable intellectual curiosity and have a heart to support and enable our local businesses to prosper in the digital era. Find out more about us here: https://www.successit.com.sg

Job Description

About The Role
The software development engineer role combines domain subject matter expertise with a keen understanding of how to address the critical business needs of customers through information, communication and technology (ICT) products and solutions
As part of the product specialist team, in the first phase, the software engineer will oversee the support and delivery of our current suite of software products to our customers. As we shift towards cloud-first solutions, and move off on premise deployments, the candidate will be better equipped to help us transition to our new and equivalent web based products.
In this juncture of our product transformation, our candidate will also get the opportunity to learn new technologies, and understand our customers and their business processes well to integrate our new suite of solutions that will be serving the needs of the customers in their entire lifecycle.
Job Scope

Provide software support to end users on in house developed ERP system, and eventually in our software as a service (SaaS) solution web based offerings
Proficient with SQL to generate reports, and investigate existing software issues.
Build robust software and processes that help us scale our web products
Carry out project implementation, essential documentation, and internal/external training.
Troubleshoot software related issues.
For our legacy customers on an ad hoc basis, develop, customize and maintain previous in-house developed software on MS-SQL, VB.net and Access programming.

Job Requirements

Diploma or Degree Holder
Fresh graduates and penultimate interns looking to convert to full time roles are welcome to apply
Good understanding of SQL database, VB.net and Access Programming
Keen interest or previous work in web development
Self starter and learner

Preferred Qualifications

Preferred degree or diploma programs include: Engineering, Computer Science, Computer Engineering, Business, Business Analytics, Business Technology, Accounting, Finance, Mathematics, Economics.
1-3 years of experience in a related role
Good Knowledge of accounting software or experience in support of ERP System
CRM or ERP Web Application Development background
Web frontend development using Javascript, CSS, HTML5, Bootstrap4, Angular
Web backend development using Java, Spring Framework, Spring Boot and Hibernate ORM
Understanding of database development and consumption utilising document and relational databases
Able to communicate in Mandarin is also preferred as we have a mandarin speaking customer base.
Independent and able to work in a fast paced environment.

Singaporean /PR /Malaysian are welcome to apply

Application Instructions
Please apply for this position by submitting your text CV using InternSG.
Kindly note that only shortlisted candidates will be notified.
Apply for this position"
Unity 3D Software Developer,TAG TEAM INC. PTE. LTD.,Bishan,"Job Description:-
1. Develop games for Unity3D by developing programming codes.
2. Packaging the graphics and GUI for Mobile/Augmented Reality (AR)/ Virtual Reality (VR) games.
3. Experience in working on augmented reality layering technology.
Incumbent is required to be
1. Proficient in Java/Javascript, C and C#.
2. Familiar with programming code used in Unity3d.
3. Experienced in managing and animating assets
4. Technically independent and resourceful. Training opportunity available."
Developer,NTUC LEARNINGHUB PTE. LTD.,Bras Basah,"Job Description:

We are looking for a Senior Java developer with hands-on experience, outstanding Java skills and basic Python programming language would be an advantage.
Responsible for the development of web applications, assisting with new web-based developments, responding to issues, and addressing general day-to-day programming issues.Collaborate in a team-based environment with source code management systems, agile and DevOps process.

Qualifications: 

Possess a degree in Information Technology or related fields
Minimum of 3 years of IT experience with hands-on experience on Java technologies such as Spring Boot, Spring Framework, Security and Java EE standards.
Experience with any RDBMS database
Experience with NoSQL database such as Redis, MongDB
Practical programming language experience with Python would be an advantage.
Experience with application security and application compliance
Experience with scripting language such as bash, shell, and Python
Experience with Continuous Integration/Delivery using Jenkins, Git, Ansible would be an advantage to work with DevOps team.
Any cloud (AWS, GCP, Azure) and container (Docker, Kubernetes) platform experience is desirable.
"
Junior Software Developer,HEADHUNTERS HQ PTE. LTD.,Rochor,"Job Description
Role:

Design and develop software Applications
Enhancement of existing systems, including bug fixes
Participate in internal discussions and able to share suggestions
Test application extensively to ensure error and bug free
Communicate and work with the rest of the team

Knowledge, Skills and Attributes

Good understanding of Computer Science
Creative, innovative and logical
Good interpersonal, communication and organisational skills
Good team players and maintain integrity and display good attention to detail
Ability to understand and analyze complex systems
Proficient in writing software using Programming Language such as Python and frameworks such as Vue.JS. Knowledge in other popular programming languages
Sound knowledge of software development process
Familiarity with agile development such as Scrum

Job Requirement

Academic Qualifications and Certifications
 
Diploma/Degree in Computer Science or equivalent
Experience with database
Prior working experience preferred


"
IT Software Developers and IT Support — Full Time Position,RES Solutions (S) Pte Ltd,Bishan,"Software Developers - Mobile & Web SGD3000-4000
In this role you will work with a team of passionate and self-driven software developers and you will participate in end-to-end development of inhouse and customized products. Depending on your strengths, you will be developing mobile or web applications – or both. You will also take part in all phases of software development lifecycle, including requirements gathering, analysis, design, development, testing, documentation, deployment and after sales support.
Requirements
Demonstrated experience in either:
Diploma/Degree in computer science, software engineering or relevant discipline
C# and ASP.NET API / VB 
Android development using Java/Kotlin or Flutter will be added advantage
Experience with Relational Databases such as SQL (SQL Server, Entity Framework)
Experience with frontend technologies such as JavaScript / Typescript, HTML, CSS
Knowledge of service-oriented architecture, RESTful web services, API development
Debugging and troubleshooting skills
Ability to work dynamically with others as a team, and at times, independently with little supervision
Desire to learn new skills and technologies and ability to adjust with rapid changes of software development tools and technologies"
Software Developer,ENSIGN INFOSECURITY (CYBERSECURITY) PTE. LTD.,Kallang,"Duties and Responsibilities

Familiarize with Ensign’s business domain and objectives to develop and deploy analytics web applications that meet internal business requirements and the needs of partners and customers
Involved in the design of intuitive web UI/UX and develop innovative web applications that provide interactive cyber security insights and analysis functions
Involved in the evaluation potential solutions relating to analytics web applications and make recommendations to solve business problems
Support in the management and administration of on-premise / cloud-native applications and platforms
Directly provide monitoring, maintenance and support for system operations as part of M&S as required in commercial projects
Embrace the challenge of dealing with gigabytes to terabytes of data on a daily basis
Deliver detailed documentation and ensure quality throughout project lifecycle

Requirements

Bachelor’s degree in Computer Science/Information Systems/Computer Engineering or equivalent
Minimum 1-2 years of experience working on web applications
A creative thinker who understands User Interface design as well as other visualizations skills such as typography, interface design, user experience design and visual art design
Able to understand and turn abstract information from data analyses into appealing and understandable visualizations that clearly explain the results of the analyses
Need to have the necessary programming skills to build the visualizations (e.g. Javascript, HTML5/CSS3, PostgreSql, etc)
Experience with at least 1 web development frameworks (e.g. RubyOnRails, Django)
Experience with at least 1 javascript UI frameworks (e.g. ReactJS, AngularJS)
Experience with using Git version control system
Able to select the best data visualization technique based on the characteristics of underlying data in order to illustrate certainty, patters or other statistical concepts that will guide decision-makers and stakeholders
Strong awareness of data security, data governance and performance, with an ability to deliver these key non-functional requirements
Excellent technical skills
"
For ITE Graduate Software Developer,WIPRO NETWORKS PTE. LIMITED,Changi,"Begin you career journey in Digital with Wipro
About Wipro:Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading global information technology, consulting and business process services company. We harness the power of cognitive computing, hyper-automation, robotics, cloud, analytics and emerging technologies to help our clients adapt to the digital world and make them successful. A company recognized globally for its comprehensive portfolio of services, strong commitment to sustainability and good corporate citizenship, we have over 220,000 dedicated employees serving clients across six continents.
Together, we discover ideas and connect the dots to build a better and a bold new future.
To know more please visit our website: wipro.com
Become an Software Developer expert in 6 months
· 0-2 months:Classroom Training
Candidates will be trained to work in various areas of Digital Platforms, Software Development.
· 2-4 months: On the Job Training
Candidates will be trained on the job shadowing under a Sr. Resource.
Attractive salary from day 1 of your training.
This Job Opportunity with Wipro Limited Singapore is for those Candidates who:
· Have basic knowledge of Digital Technologies/Programming/System Administration in any of the Languages and Related Technologies
· (C, C++, .Net, Java, Unix, Oracle, Analytics etc.)
· Have Strong verbal and written Communication Skills
· Have ability to work Independently and in a Collaborative Team
· Excellent computer proficiency (MS Office – Word, Excel and Outlook)
· Candidates able to learn the technologies quickly, training will be given by the organization.
·
Eligibility Criteria:
· Authorized to work in Singapore without company’s Sponsorship
· Experience Level: Freshers / Up to 2 Years of Experience
· Willing to Work at any location in Singapore
Role is open Only for graduates from the year 2019, 2020, 2021, 2022
Selection Process: Aptitude Test >> Technical Interview >> HR Interview"
software Engineer - .NET,AVATAR TECHNO SERVICES PTE. LTD.,Kampong Ubi,"
Minimum 1 year web application development using .NET Core or ASP.NET MVC.
Knowledge and strong hands on working experience in C#, (.NET Core or ASP.NET MVC) and database is a must.
Good foundation in OO related concepts is required.
Coordinate and conduct unit testing, System Integration Test and User Acceptance Test.
Good written and verbal communication skills.
"
"Software Engineer, C++",ST ENGINEERING IHQ PTE. LTD.,Ang Mo Kio,"We are looking for a professional software engineer to be part of our AI-Video Analytics team, who is passionate about building products that the customers love. You will join a dynamic and fast-paced environment and work with our product development team to design, build and roll-out our ""Deep Learning enabled"" Video Analytics Software suite that delivers STEngg's vision and strategy in this domain.
In this role, you will have a sharp focus on product offerings from the deep learning perspective, and utilize your knowledge to solve real-world video analytics problems from a machine learning perspective. You will be expected to deliver solutions that can be deployed to scale and deployed to last, and make justified decisions based on that.
Our product development team has demonstrated its ability to create innovative solutions in the area of video analytics, and we are poised for the next phase of growth and expansion.
Responsibilities:

Design, development, testing, deployment, maintenance, and improvement of in-house software product in video content analysis
Work in a team to collect end user requirements and scope up overall software design
Work with team members for software integration and testing to meet delivery
Expected to work on assigned project independently and also able to work well within a team setting to meeting overall project objectives
Document write-up, including design manual, operation manual, test cases and software manual

Requirements:

Software development experience in C++, preferably in implementation of video and image processing pipelines, with experience in Gstreamer.
Experience in using deep learning models for video analytics.
Experience in using NVIDIA software stack: CUDA, Deepstream, TAO etc.
Good to have experience working on the following libraries: OpenCV, TensorRT
Experienced with working in a Linux environment
Familiar with modern testing tools, CI/CD tools, deployment tools and other best practices
Knowledge of the principles of microservices, using distributed databases (eg MongoDB, MinIO, etc) and message queues (e.g. Kafka, RabbitMQ, etc)
Experience using Docker to manage microservices.
Experience working with web application development and communication technologies such as REST, Websocket, etc.
Good to have experience with Golang and Python
Strong problem solving, analytical and conceptual skills, with good communication skills
Able to work independently with minimum guidance and monitoring, a good team player

Working Perks & Professional Development

Great opportunity to get industry and enterprise experience.
Exposure to the full spectrum of enterprise video analytics system - from design, develop, deploy, deliver and maintain.
Join a dynamic team and forwarding looking working culture.
Lots of room to tinker & experiment
"
Senior CNC programmer Engineer,LTC PRECISION PTE. LTD.,Ang Mo Kio Industrial Park,"CNC Milling programer
CNC turning programer
setting and operating in CNC mc
select tools & insert sutable machines, and fixtures,
productivity improvement and on time delivery,
new product development and planning & organizing for necessary toolings,
5-8 years experiences,in cnc lather/mc software programming, CAD/CAM,"
Backend Developer,NTUC LEARNINGHUB PTE. LTD.,Bras Basah,"Job Description:

Work closely with business and development team for building state of art Massive open online course platform for NTUC Learninghub.
Engage in design and architectural meeting to improve system performance

Qualifications:

Possess a degree 
Candidate must have 3 to 5 year experience in working with Python Django project in large scale application
Must have familiarity working in Learner Management System and Docker
Python 3.5 with Django 2.x and above
Familiar with Java SE, Java EE and Spring Framework.
HTML, CSS and JavaScript•Familiarity with Angular or React
Experience in Unix or Linux Operating System.
Experience in version control like GIT, SVN, Mercury etc.
Experience in working with open-source project customization.
REST API development using Django Rest framework/ Tasty pie.
Able to write Background task using Celery and Redis
Exposure to Nginx and Gunicorn server-based deployment.
Experience working with MySQL and MongoDB will be an advantage.
Exposure working with Monitoring tools like Supervisor, Flower etc.
Experience working with Memcached will be advantage.
Experience handling complex data structures will be an advantage.
"
"Software Engineer, Analyst, Singapore #JPM #Immediate","JPMORGAN CHASE BANK, N.A.",Changi,"Candidate will be part of GTI CRS Application Dev/SRE Team and drive automation by establishing developer skills in IT Infrastructure resources. The goal is to build a community of talented technologists across the hub that can grow the culture of continuous learning, with skill building as a priority.
You'll work on agile teams with peers and experienced Software Engineers/Infrastructure Developers to grow your skills, share ideas and innovate with our technology community all over the world, as well as gain deeper insight into what it means to work here through networking events and peer-mentorship programs. You could help develop innovative solutions that impact the day-to-day lives of customers, clients and businesses around the world. No matter your role, you’ll have the opportunity to learn new coding languages, introduce new products for our clients and work with innovative new technology. You’ll develop the skills and acumen to take your career in any direction and make a genuine contribution to our businesses from the start.
This role requires a wide variety of strengths and capabilities, including:

Bachelor’s degree or above
Minimum 1 year of experience in both Systems Engineering and Software Development
Advanced knowledge of architecture, design across all systems
Strong understanding of development concepts, SDLC methodologies, OOP concepts, enterprise design patterns, industry best practices
Experience in designing and building REST web services using Python
Strong experience with Python for implementing web technologies
Experience with HTML5,JavaScript/Typescript, AJAX, JSON, jQuery
Strong experience with JavaScript frameworks like Angular/React
Experience designing and developing large scale enterprise applications
Understanding of Domain Driven Design, Microservices patterns and architectures
SCM / DevOps / CI/CD tools & process (GIT/Bitbucket,Sonar)
Familiar with modern infrastructure technology and architecture (Cloud, virtualization, object stores, etc.)
Agile development experience or equivalent in fast-paced development environment
Excellent interpersonal and communication skills, including ability to negotiate compromise and demonstrate diplomacy in sensitive situations and to interact effectively with peers and management
"
Geospatial Application Software Developer,FCS CAREERS PTE. LTD.,Jalan Besar,"About the Company
Our Client is a leader in geospatial technologies, serving customers across industries from commercial to government sectors.
Responsibilities
We’re looking for a motivated, customer-focused Geospatial Application Software Developer to deliver impactful solutions for positive customer outcomes.

Understand and analyse customer’s challenges and requirements;
Work with team members to identify solutions for complex problems faced by customers;
Design and develop mission-critical applications that leverage on geospatial technologies;
Propose innovative designs that are empathetic and create a good user experience;
Identify areas for professional growth, receive training and attain relevant certification;
Participate in an agile team to continually improve the quality of solutions to customers.

Requirements

Degree in Computer Science, Mathematics, Geographical Information Systems, or any relevant discipline;
At least 3 years of experience full-stack or mobile application development with strong experience in microservices;
Proficiency in JavaScript and its frameworks would be an advantage;
Proficiency in Geographical Information Systems (GIS) technologies would be an advantage;
Analytical and problem-solving skills;
Creativity, innovation and a passion for designing user-centric and effective solutions;
Excellent communication skills to articulate solutions for complex problems;
Ability to work in a fast-paced environment with multiple deadlines.

Employment Details

Excellent remuneration and benefits;
Career advancement opportunities;
Good learning & development opportunities.

Get in touch with us
If you’d like to explore this opportunity, please reach out to Kathy Tang (R21101933) at **********@fcs-careers.comfor a confidential discussion.
FCS CAREERS PTE LTD (EA 94C4359)
Data Protection Notice: By submitting any application or resume to us, you acknowledge that you have read, understood, and agreed to our Data Protection Policy (www.fcs-careers.com/about/data-protection), and that you consent to the collection, use and/or disclosure of your personal data by us for the purposes set out in the Policy. You may withdraw consent or make an access or correction request in respect of your personal data, however, depending on the nature or scope of such request, we may not be able to continue providing services to you. For any request, enquiry, or feedback, please contact our Data Protection Officer (***@fcs-careers.com)."
Software Engineer,ENCORA TECHNOLOGIES PTE. LTD.,Changi,"Requirement:
Skillsets:
 .NET Framework 4.5 and above
ASP.NET application development.
HTML5, jQuery, CSS, Bootstrap,
C# Database Programming with Entity Framework, ADO.NET, ODP.NET, LINQ
Experience in MQ framework (RabbitMQ), Scheduler Framework (Quartz & Hangfire)
Windows Service
ASP.NET Web API (RESTful service)
OOPS, Design Patterns
Unit Testing Skills
C# Best Practices / Code Review
Excellent communication and interpersonal skills.
Documentation Skills
Experience in application security
Self-starter, quick learner, ability to work independently.
Ability to understand complex design patterns & system decomposition.
Ability to understand & work with abstract concepts.
Experience in Test Driven Development
Responsibilities:
Responsible for development of multi-tiered, scalable applications.
Provide regular status updates in daily standup, scrum call
Ensure the performance, quality, and responsiveness of applications
Collaborate with on-site implementation team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Maintain code quality
Conduct self and peer code reviews adhering to criteria defined for the same
Build and deployment process
Create and maintain technical and functional documents for application.
Knowledge of effort estimate of change request.
Advantage:
o Experience in IAM
o Experience in leading a technical team"
Application Developer,FLEXXON PTE. LTD.,Serangoon,"Responsibilities

Understand the requirements and translate in to application features
Design creative prototypes according to specifications
Creating and implementing the source code of new applications.
Perform testing and debug the applications
Customize existing code to ensure efficiency and functionality, add new features
Provide programming experience to creatively design software

Requirements

Experience in designing and developing applications using QT,QML and MSVC
In-depth knowledge of programming language C and C++
Excellent understanding of software design and programming principles
Knowledge on Java and Android application development
Able to develop application on diverse operating systems(Linux, Windows and Android) and hardware architecture
Ability and willingness to work independently and efficiently
3+ years of experience in application development
"
Software Engineer,–,Not Found,"

Working Location: Ubi 
Salary: $3000 - $5500
working hours: 5 days work week 845am-545pm (MON -FRI)
Min 2 years/Experience in ReactJS.Net/cross platform development tool such as Xamarin
Urgent Hiring

***************@gmail.com

☎️☎️ WhatsApp:+

https://api.whatsapp.com/send?phone=

***************@gmail.com
14C7279

"
Software Consultant,NETS SOLUTIONS PTE. LTD.,Toa Payoh,"Overall Function
The Software Consultant is a key member of the Delivery and Support Group in NETS Solutions and will report to the Technical Delivery Manager. He/She will participate in the application delivery to customer and will be responsible for application development and implementation.
Key Responsibilities
· Participate in the requirement elicitation and produce the required technical and operations documentation
· Work with Solution Architect/Technical Lead on the analysis and design of the code changes according to the finalized requirement specifications
· Perform code changes and test the system according to the requirements specifications
· Ensure work performed comply to coding and security standards, and corporate processes
· Perform quality assurance (QA) activities such as unit testing, system testing and code review

Participate in the system integration testing by rendering support to the Test Team and resolve issues reported.
Provide support to internal and external parties during the testing stages
Provide support to customers during acceptance testing and post-cutover implementation.
Assist in the development of training materials and conducting of presentation

Requirements
· Diploma or Bachelor degree in Computer Science/Engineering or equivalent education

Good technical knowledge with at least 3 year of hands-on experience in Java, JEE, Oracle, SQL/ PLSQL, and XML
Experienced with web technologies such as HTML5, CSS, Modular design, Angular (5 & above) or React and open source JS framework.
Experienced with RESTFul APIs, Spring 5.x, Spring Boot, Cloud-Based technologies and Micro-services.
Knowledge with Open Source technologies like Kafka, Apache Ignite, and gRPC will be useful.
Good verbal and written communication skills
Demonstrate good analytical, problem solving and decision making skills
Good team player and positive attitude
Domain knowledge and experience in financial industry/payments systems is a plus
"
Senior Web Developer,XTREMAX PTE. LTD.,Lavender,"This is a good IT position for someone with programming experience and a real passion for technology. As a Senior Web Developer, you will be responsible for the development of web applications, assisting with new web-based developments, responding to issues and addressing general day-to-day programming issues.
Responsibilities

Development of web based solution
Collaborate in a Team-Based environment with Source Codes Management Systems
Develop test plans and cases, as well as, the technical and functional documentations according to the adopted methodologies.

Requirements

Well versed in technologies
Knowledge in either C# or Java is required
Strong programming skills gained from commercial role, your studies or similar
A good understanding of HTML
Prior relevant experience in this role would be highly preferred

By submitting your resume/CV, you consent and agree to allow the information provided to be used and processed by or on behalf of Xtremax Pte Ltd for purposes related to your registration of interest in current or future employment with us and for the processing of your application for employment. The personal data held by us relating to your application will be kept strictly confidential and in accordance with the PDPA. You may also refer to our Privacy Policy for more details here: https://www.xtremax.com/privacy-policy 
We regret to inform you that should you not consent to providing the necessary data required for us to process your application, your application will be considered void"
Dot Net Developer,NEURONES IT ASIA PTE. LTD.,Tampines,"We are looking for a .NET Full Stack Developer with experience in both front-end and back-end technologies to support the applications of a global firm.
Main Responsibilities

Troubleshooting, Application Problem Solving with good communication coordinating with teams and understanding requirements
Investigate issues and provide solutions & workarounds for production issues
Preparing the analysis document by studying the challenges facing by mobile product
Testing the product in controlled, real situations before going live
Deliver fully tested source code complying with code quality standards
Preparation of manuals which can be updated in SharePoint
Maintaining the systems once they are up and running
Enhance/Accommodate any change request if required
Daily reporting

Technical Skills

Strong Expertise in C#. Net development
Strong Experience in WPF
Experience using Xamarin to develop multi-platform mobile applications a plus
Experience with frontend technologies and UI design principles. HTML5, CSS3, and good knowledge of at least one Javascript framework
Knowledge of MVC Web API’s is an advantage
Knowledge of RESTful principles and RESTful API design and documentation, as well as WCF services. Experience with WCF services a plus
Solid foundation in data structures, algorithms, and object-oriented design
Capabilities to write and execute unit test cases
Knowledge of Agile and Scrum approach
Should have a strong knowledge of OOPS and intermediate knowledge of front-end GUI design and development
Ability to complete all phases of software development life cycle including analysis, design, functionality, testing and support
Expert on Source Control like SVN & Github is preferred
"
Web Developer #SGUnitedTraineeships #SGUP,ELVES LAB PTE. LTD.,Kampong Ubi,"Job Title
—Web Developer #SGUnitedTraineeships #SGUP
Salary Range
— $2,100 - $3,600
Role Description
— A web developer is a programmer who specializes in, or is specifically engaged in, the development of World Wide Web applications using a client–server model. The applications typically use HTML, CSS and JavaScript in the client, PHP, ASP.NET (C#), Python, Node.js, Go or Java in the server, and http for communications between client and server.
Duration of traineeship offered
- 6 months (Convertibility to permanent full-time)
Approved training salary
— Fresh Graduate: $2,100
— Non-mature mid career individual: $2,800
— Mature mid career individual: $3,600


Specific Responsibilities
- Design and develop operational website using various tools such as Visual Basic, Java script, Cascading Style Sheets, HTML, MySQL,
- To ensure the website function well in all major Internet Browser (e.g. Chrome, Firefox, Safari, Internet Explorer etc.)
- Develop each webpage to be responsive and able to operate well using different device (e.g. desktop, tablet and mobile.)
- Support the development of programming logic for new function and features and integrate it with backend database or other 3rdparty applications via APIs
Education and Qualifications
DIPLOMA or PROFESSIONAL CERTIFICATION
This position is open for both recent graduates and mid-career individuals (mature and non mature).
Graduates interested in this position should possess DIPLOMA or PROFESSIONAL CERTIFICATION. Mid-career individuals from any qualification level can apply.Job Title
- Web Developer #SGUnitedTraineeships #SGUP
Salary Range
— $2,100 - $3,600
Role Description
— A web developer is a programmer who specializes in, or is specifically engaged in, the development of World Wide Web applications using a client–server model. The applications typically use HTML, CSS and JavaScript in the client, PHP,VB.NET, ASP.NET (C#), or Java in the server, and http for communications between client and server.
Duration of traineeship offered
- 6 months (Convertibility to permanent full-time)
Approved training salary
— Fresh Graduate: $2,100
— Non-mature mid career individual: $2,800
— Mature mid career individual: $3,600

Roles & Responsibilities

Design and develop operational website using various tools such as Visual Basic, Java script, Cascading Style Sheets, HTML, MySQL,
To ensure the website function well in all major Internet Browser (e.g. Chrome, Firefox, Safari, Internet Explorer etc.)
 Develop each webpage to be responsive and able to operate well using different device (e.g. desktop, tablet and mobile.)
 Support the development of programming logic for new function and features and integrate it with backend database or other 3rdparty applications via APIs
Build project module using the organization’s web services and selected framework, based on the technical detailed design andwebsite design
 SEO techniques to boost organic search result ranking
 Monthly website/email server maintenance and updates.


Specific Responsibilities
- Design and develop operational website using various tools such as Visual Basic, Java script, Cascading Style Sheets, HTML, MySQL,
- To ensure the website function well in all major Internet Browser (e.g. Chrome, Firefox, Safari, Internet Explorer etc.)
- Develop each webpage to be responsive and able to operate well using different device (e.g. desktop, tablet and mobile.)
- Support the development of programming logic for new function and features and integrate it with backend database or other 3rdparty applications via APIs
Requirements

Have experience in programming skills such as Microsoft VB.NET, ASP.NET, HTML5, CSS, Jquery and JavaScript and also knowledge in C#.NET and ADO.NET
Possess technical experience in design, development, application support and enhancements and maintenance of website.
Experience in multimedia skills such as Adobe PhotoShop, Illustrator is a plus point.
Good experience in other IT skills such as Microsoft Internet Information Services (IIS), Microsoft Visual Studio .NET, Microsoft SQL Server, MySQL Database, Database Management and Stored Procedures
Possess initiative, strong interpersonal & communication skills.
Independent, self motivated and with positive mindset
Able to work well in team (with project managers and designers)

Education and Qualifications
DIPLOMA or PROFESSIONAL CERTIFICATION
This position is open for both recent graduates and mid-career individuals (mature and non mature).
Graduates interested in this position should possess DIPLOMA or PROFESSIONAL CERTIFICATION. Mid-career individuals from any qualification level can apply."
IT Senior Engineer Application (Java/C/.Net/Angular),SOITEC MICROELECTRONICS SINGAPORE PTE. LTD.,Pasir Ris,"The person will join our Dynamic IT team to support our factory in its ramp up.
Under the responsibility of the Singapore IT HOD, the IT Senior Engineer Java/C/.Net/Angular will have to:
- Work closely with his CIM colleagues and the Operations users on their development requests (new Java scripts, enhancements of the GUI in C, new developments in .Net Core/Angular)
- Contribute to the design/development of frameworks to facilitate the transfer of the applications developed in the French headquarter to Singapore
- Participate to the design of the new applications for both sites
- Ensure that the applications are operational, sources secured and versioned, code audited (Git, Jenkins, Sonar…)
This will require autonomy, good relationship and a strong quality culture as well as the ability to understand the constraints of our environments.
The job is based in our Semiconductor factory in Pasir Ris (Singapore) and requires close work with people located in our headquarters in France."
